# num_ytids=2041789, num_segs=2041789, num_unique_labels=527, num_positive_labels=4020212
# YTID, start_seconds, end_seconds, positive_labels
4jgv3lAjHVs,540.0,550.0,"/m/012f08,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
C8sWgZUISj4,370.0,380.0,"/m/09x0r,/t/dd00128"
52C-2uV047o,30.0,40.0,"/m/07rkbfh,/m/09x0r,/t/dd00128"
Oum3ua6BSm8,30.0,40.0,"/m/09x0r,/t/dd00128"
-F29c28FSPY,20.0,30.0,"/m/07yv9,/m/0k4j,/t/dd00128"
Ck0uUyyO3ho,30.0,40.0,"/m/01g50p,/m/07jdr,/m/07yv9,/t/dd00128"
9nixJgpXgCc,30.0,40.0,"/m/09x0r,/t/dd00128"
EFi_KJkv43A,30.0,40.0,"/m/09x0r,/t/dd00128"
3txaaAAKjYU,30.0,40.0,"/m/02rhddq,/m/07r04,/m/07yv9,/m/0gvgw0,/t/dd00128"
Bq8xIEsFA9g,30.0,40.0,"/m/0912c9,/t/dd00128"
BTYsoMy2zNI,40.0,50.0,"/m/02mk9,/m/09x0r,/t/dd00128"
HdngUamxzwU,15.0,25.0,"/m/09x0r,/t/dd00128"
G9OaDI_xGiw,60.0,70.0,"/m/09x0r,/t/dd00126,/t/dd00128"
0s5rDCYa3cY,30.0,40.0,"/m/09x0r,/t/dd00128"
HPZJ4CFh6Mw,0.0,10.0,"/m/04rlf,/m/09x0r,/t/dd00128"
ML7ohpB0mpA,10.0,20.0,"/m/07yv9,/t/dd00128"
EyqvKTU1poM,30.0,40.0,"/m/09x0r,/t/dd00128"
2UMz5nK71to,30.0,40.0,"/m/015p6,/m/0h0rv,/t/dd00128"
NN9R6wwosiU,27.0,37.0,"/m/06h7j,/m/09x0r,/t/dd00128"
FBU4Z3NgZpg,30.0,40.0,"/m/0h0rv,/m/0jbk,/t/dd00128"
5qW75Zxe6TM,0.0,10.0,"/m/06h7j,/m/09x0r,/t/dd00128"
5aQdVZ2VOU0,20.0,30.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
BOVyRevryDI,5.0,15.0,"/m/07yv9,/m/0912c9,/m/0k4j,/t/dd00128"
ICbUEvA6VYM,0.0,10.0,"/m/07yv9,/t/dd00128"
Kthe1Dit8aE,150.0,160.0,"/m/04_sv,/m/07yv9,/t/dd00128"
77mP3gCk8hA,110.0,120.0,"/m/04rlf,/m/09x0r,/t/dd00128"
DZY_dbQZRho,30.0,40.0,"/m/09x0r,/t/dd00128"
14NIQeS-jdo,10.0,20.0,"/m/015lz1,/m/04rlf,/t/dd00128"
N6M-bNgWPSI,50.0,60.0,/t/dd00128
LvPr3g4Erms,560.0,570.0,"/m/01d380,/t/dd00128"
4zomXTfJGAs,20.0,30.0,"/m/07qn4z3,/t/dd00128"
KOSKFWumQc0,70.0,80.0,"/m/04rlf,/m/07rkbfh,/m/09x0r,/t/dd00128"
3ZXfR4-5RLQ,30.0,40.0,"/m/09x0r,/t/dd00128"
K60KdMiKSjo,30.0,40.0,"/m/09x0r,/t/dd00128"
8XVkqex_2YE,30.0,40.0,"/m/09x0r,/t/dd00128"
15RI32wPo14,40.0,50.0,"/m/04rlf,/t/dd00128"
Kjxsbf0UVBU,220.0,230.0,"/m/0284vy3,/m/04zmvq,/m/07jdr,/m/07yv9,/t/dd00128"
EFuP4SQEiW4,150.0,160.0,"/m/04qvtq,/m/09x0r,/t/dd00128"
4-7cfyheMMo,80.0,90.0,"/m/07yv9,/m/09x0r,/t/dd00128"
26FxdA81vCw,160.0,170.0,"/m/04rlf,/m/09x0r,/t/dd00128"
DpxxDINYLr8,30.0,40.0,"/m/09x0r,/t/dd00128"
8C0GEPjrKrA,10.0,20.0,/t/dd00128
8KkwEkVnGSM,40.0,50.0,"/m/07r04,/m/07yv9,/m/09x0r,/t/dd00128"
J5Bqk3FDHBo,230.0,240.0,"/m/04rlf,/t/dd00128"
FsSC5qbo0vM,30.0,40.0,"/m/09x0r,/t/dd00128"
Jk66SHdueaQ,10.0,20.0,"/m/07yv9,/m/09x0r,/m/0ltv,/t/dd00128"
2Z3dQEyuhDU,0.0,10.0,"/m/07yv9,/m/0912c9,/t/dd00128"
DvDRwBdwt_w,170.0,180.0,"/m/04rlf,/m/09x0r,/t/dd00128"
F79YqwoGux8,150.0,160.0,"/m/09x0r,/t/dd00128"
N_l_s8UOJgY,0.0,10.0,"/m/09ct_,/t/dd00128"
Bt_LS4WXi5Q,340.0,350.0,"/m/02mk9,/m/04rlf,/m/07yv9,/m/09x0r,/m/0cmf2,/t/dd00128"
ECgj_uMVqoY,30.0,40.0,"/m/09x0r,/t/dd00128"
MIqF6IGWDhk,520.0,530.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
4MfP1oG144o,23.0,33.0,"/m/09x0r,/t/dd00128"
3Wwy5f73k48,30.0,40.0,"/m/09x0r,/t/dd00128"
PBot2AmBMAM,320.0,330.0,"/m/04rlf,/m/07rkbfh,/m/09x0r,/t/dd00128"
5Hk0KOCPw8g,520.0,530.0,"/m/04rlf,/m/09x0r,/t/dd00128"
FzkA4URJRQQ,30.0,40.0,"/m/04rlf,/m/07xzm,/t/dd00128"
H-dAaA7QE3g,10.0,20.0,"/m/09x0r,/t/dd00121,/t/dd00128"
OwBw3hJ08ps,30.0,40.0,"/m/06h7j,/m/09x0r,/t/dd00128"
EIvzGqAkGqI,50.0,60.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
4aJ1hV6wo_c,210.0,220.0,"/m/07yv9,/m/09x0r,/m/0k4j,/m/0ltv,/t/dd00128"
8dbmQXYbVAw,30.0,40.0,/t/dd00128
F1SIH2Hr9VQ,17.0,27.0,"/m/07yv9,/m/0912c9,/t/dd00128"
MiAC_tRmLIQ,290.0,300.0,"/m/015p6,/m/09x0r,/m/0ytgt,/t/dd00128"
4ErsnPqaLG0,230.0,240.0,"/m/09x0r,/t/dd00128"
13AK4jYbiUQ,5.0,15.0,"/m/09x0r,/t/dd00128"
KnGkxtA7Ffs,560.0,570.0,"/m/04rlf,/m/09x0r,/t/dd00128"
LzvJaRbnhA8,30.0,40.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
HgIlAw9KR8o,110.0,120.0,"/m/07q2z82,/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00128"
35Jkn7Wqtdo,30.0,40.0,"/m/04rlf,/m/0_1c,/t/dd00128"
MSQ6MoR8bnQ,5.0,15.0,"/m/04rlf,/m/07yv9,/m/0912c9,/m/09x0r,/m/0k4j,/t/dd00128"
CtVqyQbt4Eo,120.0,130.0,"/m/09x0r,/t/dd00128"
-aMB5YLAxZo,20.0,30.0,"/m/04_sv,/m/07yv9,/m/09x0r,/t/dd00128"
4nMzE_YkLSU,260.0,270.0,"/m/012f08,/m/07yv9,/m/09x0r,/m/0btp2,/m/0k4j,/t/dd00128"
DgHSekLY_Dk,200.0,210.0,"/m/04rlf,/m/09x0r,/t/dd00037,/t/dd00128"
4qmwZ4C5rs8,30.0,40.0,"/m/09x0r,/t/dd00128"
3b2ESbkoN7U,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00128"
F3Th-T9VXow,30.0,40.0,"/m/06h7j,/m/09x0r,/t/dd00128"
3LhgCRNanYU,30.0,40.0,"/m/07jdr,/m/07yv9,/m/0912c9,/m/09x0r,/t/dd00128"
FHVoAry2TXs,30.0,40.0,"/m/09x0r,/t/dd00128"
Am8nB7vUFDM,0.0,10.0,"/m/04rlf,/t/dd00128"
CT1NkYwcptY,30.0,40.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
AXe6FaO3scY,20.0,30.0,"/m/09x0r,/t/dd00128"
7U646PqZZFU,10.0,20.0,"/m/07yv9,/t/dd00128"
P8dsMt7xS-8,30.0,40.0,"/m/07jdr,/m/07yv9,/t/dd00128"
Lm1SM06GOOo,410.0,420.0,"/m/09x0r,/t/dd00128"
Aigys-exvkc,0.0,10.0,"/m/04_sv,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
KyeRhLkly3o,30.0,40.0,"/m/09x0r,/t/dd00128"
6ph7b92SPLE,280.0,290.0,"/m/012ndj,/m/03j1ly,/m/07r04,/m/07yv9,/t/dd00128"
DIsLRrauB_g,20.0,30.0,"/m/04rlf,/t/dd00128"
OhfrJ0B0Vec,50.0,60.0,"/m/09x0r,/t/dd00128"
Leq_20sGPJ0,300.0,310.0,"/m/04rlf,/t/dd00128"
8c-_u9Ro7ZI,470.0,480.0,"/m/01jg02,/m/04rlf,/m/09x0r,/t/dd00128"
OXlBKuv_Q20,120.0,130.0,"/m/04rlf,/m/05pd6,/m/09x0r,/m/0ggq0m,/t/dd00128"
6kUDruHbyOE,18.0,28.0,/t/dd00128
3AE9zxnZ2OI,17.0,27.0,"/m/09x0r,/t/dd00128"
ECBhEQSdOcI,0.0,10.0,/t/dd00128
2vn0gQO_qbM,10.0,20.0,"/m/012f08,/m/07yv9,/m/0k4j,/t/dd00128"
6lh1QAtZ2Sc,440.0,450.0,/t/dd00128
4W_gtF5C1_Q,130.0,140.0,"/m/07rkbfh,/m/09x0r,/t/dd00128"
L09xHDRGbnI,3.0,13.0,"/m/0912c9,/t/dd00128"
DGnaBy3D6lI,120.0,130.0,"/m/09x0r,/t/dd00128"
Kc4A2_gOAwc,40.0,50.0,"/m/04rlf,/m/04szw,/t/dd00128"
GouPXXGXFV0,22.0,32.0,/t/dd00128
5s7xvhxQf1g,10.0,20.0,"/m/04rlf,/m/07yv9,/m/0k4j,/t/dd00128"
1qqj0qxd_Qo,100.0,110.0,"/m/04rlf,/t/dd00128"
NGO1MDtWvLI,0.0,10.0,"/m/09x0r,/t/dd00128"
FRpPXgchsSY,70.0,80.0,"/m/015lz1,/m/04rlf,/m/09x0r,/t/dd00128"
5GLTZht4VrY,30.0,40.0,"/m/02zsn,/m/09x0r,/t/dd00128"
Is9frSCNWv4,430.0,440.0,"/m/09x0r,/m/0k4j,/t/dd00128"
L3GGl4TG254,210.0,220.0,"/m/04rlf,/t/dd00128"
A-Yco44MjQ0,30.0,40.0,"/m/09x0r,/t/dd00128"
IeV4e9dd35w,22.0,32.0,"/m/09x0r,/t/dd00128"
6lzC-ZfytUQ,150.0,160.0,"/m/09x0r,/t/dd00125,/t/dd00128"
IU-iDMqqOHU,470.0,480.0,"/m/03qc9zr,/m/09x0r,/t/dd00125,/t/dd00128"
-UBVm4Ih9LY,270.0,280.0,"/m/09x0r,/t/dd00128"
KrVtTBoOHwg,0.0,10.0,"/m/09x0r,/t/dd00127,/t/dd00128"
4c8fGnShaZU,10.0,20.0,"/m/07r04,/m/07yv9,/m/09x0r,/t/dd00128"
BbK-ZLYJG3o,60.0,70.0,"/m/07r04,/m/07yv9,/t/dd00128"
2ioHt-iDg7E,30.0,40.0,"/m/09x0r,/t/dd00128"
EF7Ns6nYntc,70.0,80.0,"/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00128"
C3zARDhJivQ,450.0,460.0,"/m/09x0r,/t/dd00128"
-BUEtcSKbuo,30.0,40.0,"/m/09x0r,/t/dd00128"
HUcrT5-2j5o,430.0,440.0,"/m/09x0r,/t/dd00128"
1o0xgU4FUj4,10.0,20.0,"/m/04rlf,/m/04szw,/m/07xzm,/m/09x0r,/m/0fx80y,/t/dd00128"
0UyjngcuiO0,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00128"
4M8Jox8RUY8,40.0,50.0,/t/dd00128
6AxwZ2CN3QI,60.0,70.0,"/m/09x0r,/t/dd00128"
7L94HtKZdQc,120.0,130.0,"/m/04rlf,/m/09x0r,/t/dd00128"
K3ct_Sv5vUE,21.0,31.0,"/m/07jdr,/m/07yv9,/t/dd00128"
8CfcCQl6lY8,130.0,140.0,"/m/04rlf,/m/07pxg6y,/t/dd00128"
MzuSc4gM6yA,30.0,40.0,"/m/04rlf,/m/06h7j,/m/09x0r,/t/dd00128"
3wu_9W2jAxk,0.0,10.0,"/m/04rlf,/t/dd00128"
1KgK4lsgNOo,100.0,110.0,"/m/09x0r,/t/dd00125,/t/dd00128"
D10rigO8nYk,0.0,10.0,"/m/09x0r,/m/0ytgt,/t/dd00128"
JGPE1vItxws,10.0,20.0,"/m/09x0r,/m/0g6b5,/t/dd00128"
88I6tgiVqzY,20.0,30.0,"/m/07yv9,/m/09x0r,/t/dd00128"
BhqZ1vtFMPQ,30.0,40.0,"/m/04qvtq,/m/09x0r,/t/dd00128"
4kafOGusTYY,230.0,240.0,"/m/07yv9,/m/0k4j,/t/dd00128"
8ygTid0rhvU,30.0,40.0,"/m/07yv9,/m/09x0r,/t/dd00128"
GQPtlDHOH3A,30.0,40.0,"/m/015p6,/m/0h0rv,/t/dd00128"
F0jfFiNgsyA,30.0,40.0,/t/dd00128
6_lrpx_epsE,10.0,20.0,"/m/04_sv,/m/07yv9,/m/09x0r,/t/dd00128"
DiAnGvbB-YE,30.0,40.0,"/m/03qtwd,/m/09x0r,/t/dd00128"
7Dgp1ALAYq8,0.0,10.0,/t/dd00128
7VGBrDLg4YE,13.0,23.0,/t/dd00128
8Lw_MZDSuRA,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00128"
EJCng0rI-9o,380.0,390.0,"/m/09x0r,/t/dd00128"
LGl73MV2j4k,370.0,380.0,"/m/07r04,/m/07yv9,/t/dd00128"
7qd40vHs-pk,310.0,320.0,"/m/04rlf,/m/0y4f8,/t/dd00128"
3B4uocx-UK8,0.0,10.0,"/m/09x0r,/t/dd00128"
DWFGYaqxn4M,310.0,320.0,"/m/04_sv,/m/07yv9,/t/dd00128"
J3lHgOPW9XQ,310.0,320.0,"/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00066,/t/dd00128"
8rxAlRr3SSg,10.0,20.0,"/m/04rlf,/t/dd00128"
-XuYrreB4yo,10.0,20.0,"/m/07r04,/m/07yv9,/t/dd00128"
AWVo90Z7U-c,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00128"
DUlqHdaW4jc,40.0,50.0,"/m/04_sv,/m/07qnq_y,/m/07yv9,/t/dd00128"
0tytG1KmDdI,550.0,560.0,"/m/07yv9,/m/09x0r,/t/dd00128"
99uoJoGtjlQ,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00128"
F56VatiKbTM,30.0,40.0,"/m/015p6,/m/0h0rv,/t/dd00128"
Fh7BwZQwGF8,240.0,250.0,"/m/09x0r,/t/dd00128"
4RPzqRSS-eM,70.0,80.0,"/m/09x0r,/t/dd00128"
EoyeR52tCDQ,30.0,40.0,"/m/02zsn,/m/04rlf,/m/09x0r,/t/dd00128"
BE_EuVfpnbc,10.0,20.0,"/m/07yv9,/m/0k4j,/t/dd00128"
2U8sUTp12mg,30.0,40.0,"/m/09x0r,/t/dd00128"
MEU_v1NR--E,30.0,40.0,"/m/015lz1,/m/04rlf,/t/dd00128"
DftAbhrr-No,220.0,230.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
OXaionMB8Gk,20.0,30.0,"/m/09x0r,/t/dd00128"
3sMdfQJkRys,160.0,170.0,"/m/04rlf,/t/dd00128"
G3YO2unWz7k,290.0,300.0,"/m/04_sv,/m/07yv9,/t/dd00128"
L67qrlYIpRE,30.0,40.0,/t/dd00128
Kj524LI7xO0,30.0,40.0,"/m/04rlf,/t/dd00128"
FKC109L6fhI,30.0,40.0,"/m/03qtwd,/m/09x0r,/t/dd00128"
2IEaXt8khyo,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00128"
9m2zN6-oVG0,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00128"
BzdxjfRx_JM,30.0,40.0,"/m/09x0r,/t/dd00128"
BIPY7ywBOAI,490.0,500.0,"/m/09x0r,/t/dd00128"
85AiuvZfnTk,30.0,40.0,"/m/05x_td,/m/09x0r,/t/dd00128"
Hr1tAvkwTJA,270.0,280.0,"/m/09x0r,/t/dd00128"
6yUsAm4lbzY,100.0,110.0,"/m/07qfr4h,/m/09x0r,/t/dd00128"
64Ik7qUWo2M,30.0,40.0,"/m/09x0r,/t/dd00128"
Ceh0ea9u99U,100.0,110.0,"/m/09x0r,/t/dd00128"
3FzZjAIyKFM,10.0,20.0,"/m/07yv9,/m/0k4j,/t/dd00128"
D5sizMAtCWc,60.0,70.0,"/m/09x0r,/t/dd00128"
Hxr73mPhqwc,50.0,60.0,"/m/04rlf,/m/07qfr4h,/m/09x0r,/t/dd00128"
4O3bZRYOLZA,30.0,40.0,"/m/07yv9,/m/0912c9,/m/09x0r,/m/0k4j,/t/dd00128"
EzLzRi_6-2k,30.0,40.0,"/m/09x0r,/t/dd00128"
IfLqndafIzQ,40.0,50.0,"/m/04rlf,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00127,/t/dd00128"
-7gpWrnmD88,30.0,40.0,"/m/06h7j,/m/09x0r,/t/dd00128"
P5kEBNuMCnc,580.0,590.0,"/m/09x0r,/m/0cmf2,/m/0k5j,/t/dd00128"
CnMglcRhGXg,100.0,110.0,/t/dd00128
7RFhqwll8Qc,110.0,120.0,"/m/012f08,/m/04rlf,/t/dd00128"
5CgTa4RPlgk,390.0,400.0,"/m/09x0r,/t/dd00125,/t/dd00126,/t/dd00127,/t/dd00128"
HHvsBy0XHsg,230.0,240.0,"/m/09x0r,/t/dd00128"
L-pSZ9l3CWI,70.0,80.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
OUdFyskdA04,20.0,30.0,"/m/09x0r,/m/0h0rv,/m/0jbk,/t/dd00128"
Mtx6QxwIv-g,0.0,10.0,"/m/04rlf,/m/07yv9,/m/09x0r,/m/0k4j,/m/0ltv,/t/dd00128"
HnI1ZHydd6E,150.0,160.0,"/m/04rlf,/t/dd00128"
4KyT330sX6Y,0.0,10.0,"/m/04_sv,/m/07yv9,/t/dd00128"
HtY7UaCCDao,30.0,40.0,"/m/04rlf,/m/06h7j,/m/09x0r,/t/dd00128"
4mFMj8R9QVo,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00128"
D8NK61TkNYg,210.0,220.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
M2Kd1EMK_r4,40.0,50.0,"/m/015lz1,/m/04rlf,/m/064t9,/t/dd00128"
JdlP0Ylw8BM,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00128"
K8ErQ8Jjaa0,30.0,40.0,"/m/09x0r,/t/dd00128"
ELkd9g7mgps,30.0,40.0,"/m/09x0r,/t/dd00128"
FiclHEHYTMM,0.0,10.0,"/m/07qv4k0,/t/dd00128"
EIBX872u2r8,60.0,70.0,"/m/07yv9,/m/0k4j,/t/dd00128"
5wnAo_mXk-g,30.0,40.0,"/m/028v0c,/m/04rlf,/m/06h7j,/m/09x0r,/t/dd00128"
4pdl2m8q06s,30.0,40.0,"/m/06h7j,/m/09x0r,/t/dd00128"
3fyLsjFKklQ,20.0,30.0,"/m/07yv9,/m/0k4j,/t/dd00128"
JXDfRDhBGSA,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00128"
Cmr5eUth66c,30.0,40.0,"/m/02mk9,/m/04_sv,/m/07yv9,/t/dd00128"
8YgKpGxy-TQ,60.0,70.0,"/m/07yv9,/m/0k5j,/t/dd00128"
8LEZ_KJA-6I,190.0,200.0,"/g/122z_qxw,/m/07yv9,/t/dd00128"
A6uQKSXdfLY,530.0,540.0,"/m/04rlf,/m/09x0r,/t/dd00128"
HfoC9PYxaS8,240.0,250.0,"/m/04rlf,/t/dd00128"
AwYbwH-MGHg,150.0,160.0,"/m/0199g,/m/07yv9,/t/dd00128"
KYVoLaQpt9s,90.0,100.0,"/m/07yv9,/m/09ct_,/m/0k5j,/t/dd00128"
-9mrdZzhT4E,30.0,40.0,"/m/09x0r,/t/dd00128"
8y7QXahAS7g,10.0,20.0,"/m/04rlf,/t/dd00125,/t/dd00128"
Epx80j3JG8c,310.0,320.0,/t/dd00128
AhmFa0emVII,20.0,30.0,"/m/09x0r,/m/0ytgt,/t/dd00128"
9Q_XD703sXY,320.0,330.0,"/m/07r04,/m/07yv9,/t/dd00128"
CJpRJD7oAks,410.0,420.0,"/m/06mb1,/t/dd00128"
4yjba1qJpCY,260.0,270.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
NVR_QUtZ_Gw,170.0,180.0,"/m/04rlf,/t/dd00128"
B_83sehB090,50.0,60.0,"/m/015lz1,/m/04rlf,/t/dd00128"
4HolsQYOyfM,30.0,40.0,/t/dd00128
N8SSiqs_rsQ,130.0,140.0,"/m/09x0r,/t/dd00128"
OR8jXDddIWA,30.0,40.0,"/m/04rlf,/t/dd00128"
ODRCWT1MX1Q,30.0,40.0,"/m/04rlf,/m/06h7j,/t/dd00128"
5vuXOptlyXU,70.0,80.0,"/m/09x0r,/t/dd00128"
4WtLxygY3gw,0.0,10.0,"/m/07yv9,/m/0k4j,/t/dd00128"
GXO2eKiSxI0,270.0,280.0,"/m/07yv9,/m/09x0r,/t/dd00128"
9L4Y4-y8_R4,230.0,240.0,"/m/04rlf,/m/09x0r,/t/dd00128"
62XF-O1e8xg,30.0,40.0,"/m/09x0r,/t/dd00128"
OjtH8ieqm2E,0.0,10.0,"/m/04rlf,/t/dd00128"
7MoaceIIjZg,100.0,110.0,"/m/04rlf,/m/07yv9,/m/09x0r,/m/0k4j,/m/0ltv,/t/dd00128"
LuvDQEcRdcU,180.0,190.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
IpMioNVPfJw,40.0,50.0,"/m/09x0r,/t/dd00128,/t/dd00129"
AbT-wsuPJU4,0.0,10.0,"/m/04_sv,/m/07yv9,/m/09x0r,/t/dd00128"
0zXT_U2GMkk,19.0,29.0,"/m/09x0r,/t/dd00128"
3IQEneMxmnc,8.0,18.0,"/m/04rlf,/m/09x0r,/t/dd00128"
Jr8yRNERACQ,210.0,220.0,"/m/07yv9,/t/dd00128"
0Ie3H3fVJJk,30.0,40.0,"/m/03qtwd,/m/04rlf,/t/dd00128"
05gl1XtYSrk,30.0,40.0,"/m/06h7j,/m/09x0r,/t/dd00128"
OangIhqBT4k,0.0,10.0,"/m/07r660_,/m/07yv9,/m/09x0r,/t/dd00128"
4_KciSApFg8,60.0,70.0,"/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00128"
8pblaRUg488,30.0,40.0,/t/dd00128
Ke4jKG93NN8,30.0,40.0,"/m/05zppz,/m/09x0r,/t/dd00128"
MMyXQMNYXc0,0.0,9.0,"/m/06_fw,/t/dd00128"
EqGYtGjMOhQ,30.0,40.0,"/m/07jdr,/m/07yv9,/m/0912c9,/t/dd00128"
0cvCjzRedeM,0.0,10.0,"/m/04_sv,/m/07yv9,/t/dd00128"
3rtH-rv0X4M,40.0,50.0,"/m/07yv9,/m/0k4j,/t/dd00128"
CaEGakpQeyQ,180.0,190.0,"/m/09x0r,/t/dd00128"
6xXjhWcns7c,40.0,50.0,"/m/04_sv,/m/07yv9,/t/dd00128"
1RM6N7it8d4,0.0,10.0,"/m/06_fw,/m/08p9q4,/m/09x0r,/t/dd00128"
4XTQcOgu864,80.0,90.0,"/m/07rkbfh,/m/09x0r,/t/dd00128"
64kaKsXkpmg,30.0,40.0,"/m/09x0r,/t/dd00128"
0TDW_Zi0M9Q,0.0,10.0,"/m/012ndj,/m/03j1ly,/m/04rlf,/t/dd00128"
DPW502AoR1U,80.0,90.0,"/m/09x0r,/t/dd00128"
OOS36G8Cq6Q,10.0,20.0,"/m/04rlf,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
LrfDzLOMG3s,100.0,110.0,"/m/07r04,/t/dd00128"
Jy_pVTBqbRk,120.0,130.0,"/m/04rlf,/m/07yv9,/t/dd00128"
O7ZxU4Rv39A,10.0,20.0,/t/dd00128
24ERgk4IanY,150.0,160.0,"/m/04rlf,/t/dd00128"
DH3A5-_gxuo,110.0,120.0,"/m/09x0r,/t/dd00128"
O5fOrLk3s_g,380.0,390.0,"/m/028v0c,/m/09x0r,/t/dd00128"
0uy8fHjrlns,20.0,30.0,"/m/07r04,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
9_I463DZXWA,10.0,20.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
0Rvh4oTh6Jg,50.0,60.0,"/m/07yv9,/m/09x0r,/m/0k4j,/m/0ltv,/t/dd00128"
8PyuVAz48Ng,10.0,20.0,"/m/07r04,/m/07yv9,/t/dd00128"
OCM2tf22oL4,30.0,40.0,"/m/06h7j,/m/09x0r,/t/dd00128"
39UPHWHrQRw,120.0,130.0,"/m/09x0r,/t/dd00128"
3mhPso45p-w,20.0,30.0,"/m/07yv9,/m/0k4j,/t/dd00128"
Bj7xMAozs9k,180.0,190.0,"/m/07qfr4h,/m/09x0r,/t/dd00128"
DQtsLyfNI0k,120.0,130.0,"/m/04_sv,/m/07yv9,/m/09x0r,/t/dd00128"
6oJ2q_jSwek,30.0,40.0,/t/dd00128
9Nk0OxXcGkE,30.0,40.0,"/m/09x0r,/t/dd00128"
L4y6qscUK_8,30.0,40.0,"/m/0k4j,/t/dd00128"
IrYerS-xa5c,30.0,40.0,"/m/01g50p,/m/07jdr,/m/07yv9,/t/dd00128"
95RE1TMkNSI,30.0,40.0,"/m/05zppz,/m/09x0r,/t/dd00128"
0TYn_v6Rsr0,30.0,40.0,"/m/09x0r,/t/dd00128"
HqvTB_2XcuM,190.0,200.0,"/m/09x0r,/t/dd00128"
Em3iTBhcCsk,30.0,40.0,"/m/09x0r,/m/0jbk,/t/dd00128"
6nVk213Whtk,300.0,310.0,/t/dd00128
LppktAyPlTI,150.0,160.0,"/m/09x0r,/t/dd00128"
MokECX1nUGQ,240.0,250.0,"/m/09x0r,/t/dd00128"
-x8MSvUl8OM,9.0,19.0,"/m/07yv9,/m/0912c9,/t/dd00128"
N9nLsY6Kl6w,50.0,60.0,"/m/04rlf,/t/dd00034,/t/dd00128"
GckeEK1pcsI,30.0,40.0,"/m/06h7j,/m/09x0r,/t/dd00128"
-0cEwYGf9OE,0.0,10.0,"/m/028v0c,/m/03j1ly,/m/07yv9,/m/0k4j,/t/dd00128"
Df84p91ZlGY,30.0,40.0,"/m/03qtwd,/m/06h7j,/m/09x0r,/t/dd00128"
F5dWM8tevWw,310.0,320.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
ILhwx2jOTOs,100.0,110.0,"/g/122z_qxw,/m/04rlf,/m/09x0r,/t/dd00128"
F3tIOTs90JQ,30.0,40.0,"/m/015p6,/m/09x0r,/m/0h0rv,/t/dd00128"
Af_22RPMgkY,10.0,20.0,"/m/04rlf,/m/09x0r,/t/dd00128"
1FLk3O2wtak,120.0,130.0,"/m/04rlf,/t/dd00128"
I5frR9NBs_w,19.0,29.0,"/m/09x0r,/t/dd00128"
FE2rE9KG8lY,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00128"
4z7KAQhC4yg,140.0,150.0,"/m/04rlf,/m/09x0r,/t/dd00128"
0cQPJPsVI3Y,380.0,390.0,"/m/09x0r,/t/dd00128"
0iK4Quxg9mI,9.0,19.0,"/m/015p6,/m/09x0r,/m/0h0rv,/t/dd00128"
L_Q2SeLfGBA,0.0,8.0,"/m/07yv9,/m/0912c9,/t/dd00128"
5_0Oo3vi1_M,20.0,30.0,"/m/04rlf,/m/07yv9,/m/09x0r,/t/dd00128"
MwG-FTM_HWQ,30.0,40.0,"/m/06h7j,/m/09x0r,/t/dd00128"
9qP-kqPw4Ww,160.0,170.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
J065o1VUyJ8,20.0,30.0,"/m/09x0r,/t/dd00128"
